#username, machinename, CPU name, CPU GHz, CPU Cores, CPU Cores used, Private cache/core (MB), Shared cache (MB), Array Length (MB), Peak MB/s, Copy MB/s, Scale MB/s, Add MB/s, Triad MB/s, Dot MB/s
Arash, Arash, Intel(R) Core(TM) i7-2630QM CPU, 2, 4,1, 6, 0.25, 76.3, 21328,15251.0,11536.7,12497.3,12726.6,11808.1 
