# Username, Machinename, CPU name, CPU GHz, CPU Cores, CPU Cores used, Private cache/core (MB), Shared cache (MB), Array Length (MB), Peak MB/s, Copy MB/s, Scale MB/s, Add MB/s, Triad MB/s, Dot MB/s
Aaron, Aaron, AMD Phenom II X6 1090T, 3.3, 6, 1, 0.5625, 6, 76.3, 21328, 7144.5, 11238.4, 11765.8, 11742.3, 9459.5
