# Username, Machinename, CPU name, CPU GHz, CPU Cores, CPU Cores used, Private cache/core (MB), Shared cache (MB), Array Length (MB), Peak MB/s, Copy MB/s, Scale MB/s, Add MB/s, Triad MB/s, Dot MB/s
ryan, RyansVAIO, Intel Core 2 Duo T6500, 2.1, 2, 1, 0.0, 2.0, 76.3, 6400, 2893.1, 3144.2, 3689.9, 3571.3, 5195.3
